Data;Descrição;Cor;Quantidade;Valor;Situação;Cliente_ID;Região;Canal_Venda;Desconto;Campanha_Marketing;Categoria_Produto;Valor_Final;Ticket_Medio
2025-09-30;Martelo;Amarelo;6;13.00;Não pago;1033;Sul;Online;10;Campanha A;Ferramenta;70.20;218.25
2025-09-30;Cola;Amarelo;1;3.00;Pago;1024;Oeste;Loja Física;10;Campanha B;Material;2.70;223.20
2025-10-01;Alicate;Vermelho;2;24.00;Não pago;1055;Centro-Oeste;Loja Física;5;Campanha B;Ferramenta;45.60;210.24
2025-10-01;Cola;Azul;6;23.00;Pago;1031;Sul;Online;15;Campanha A;Material;117.30;210.38
2025-10-01;Marreta;Vermelho;2;59.00;Não pago;1021;Leste;Loja Física;15;Campanha B;Ferramenta;100.30;226.62
2025-10-01;Parafuso;Vermelho;4;55.00;Não pago;1088;Oeste;Loja Física;10;Campanha B;Material;198.00;260.44
2025-10-01;Martelo;Amarelo;4;65.00;Não pago;1064;Oeste;Loja Física;5;Campanha A;Ferramenta;247.00;247.13
2025-10-01;Cola;Preto;9;32.00;Pago;1099;Sul;Loja Física;0;Nenhuma;Material;288.00;238.75
2025-10-01;Alicate;Azul;7;97.00;Não pago;1020;Centro-Oeste;Loja Física;10;Nenhuma;Ferramenta;611.10;229.44
2025-10-01;Lanterna;Amarelo;7;60.00;Pago;1079;Sul;Loja Física;0;Campanha A;Eletrônico;420.00;243.07
2025-10-01;Parafuso;Vermelho;1;30.00;Pago;1095;Centro-Oeste;Loja Física;5;Campanha B;Material;28.50;237.81
2025-10-01;Martelo;Preto;5;66.00;Não pago;1020;Oeste;Online;15;Campanha B;Ferramenta;280.50;229.44
2025-10-01;Alicate;Azul;3;18.00;Pago;1027;Sul;Online;15;Campanha A;Ferramenta;45.90;256.87
2025-10-01;Fita;Verde;3;59.00;Não pago;1018;Norte;Loja Física;5;Campanha A;Material;168.15;244.38
2025-10-01;Marreta;Azul;6;53.00;Pago;1013;Sul;Loja Física;10;Campanha A;Ferramenta;286.20;219.01
2025-10-01;Fita;Azul;4;64.00;Não pago;1086;Sul;Online;15;Campanha A;Material;217.60;209.64
2025-10-01;Marreta;Vermelho;8;30.00;Pago;1023;Norte;Loja Física;10;Campanha B;Ferramenta;216.00;242.16
2025-10-01;Cola;Vermelho;4;18.00;Pago;1019;Norte;Online;15;Nenhuma;Material;61.20;224.82
2025-10-01;Martelo;Verde;8;5.00;Pago;1031;Leste;Loja Física;15;Campanha A;Ferramenta;34.00;210.38
2025-10-01;Cola;Verde;4;69.00;Pago;1073;Norte;Loja Física;10;Campanha B;Material;248.40;230.82
2025-10-01;Marreta;Verde;3;8.00;Não pago;1051;Centro-Oeste;Online;5;Campanha A;Ferramenta;22.80;213.57
2025-10-01;Marreta;Amarelo;5;9.00;Não pago;1064;Leste;Online;10;Nenhuma;Ferramenta;40.50;247.13
2025-10-01;Marreta;Amarelo;5;32.00;Pago;1094;Centro-Oeste;Loja Física;0;Campanha A;Ferramenta;160.00;198.10
2025-10-01;Parafuso;Vermelho;1;14.00;Pago;1051;Leste;Loja Física;15;Campanha B;Material;11.90;213.57
2025-10-01;Alicate;Vermelho;8;13.00;Pago;1057;Leste;Online;15;Campanha A;Ferramenta;88.40;237.56
2025-10-01;Martelo;Verde;8;18.00;Pago;1078;Centro-Oeste;Loja Física;10;Nenhuma;Ferramenta;129.60;242.70
2025-10-01;Cola;Amarelo;8;68.00;Não pago;1094;Oeste;Loja Física;5;Campanha B;Material;516.80;198.10
2025-10-01;Cola;Preto;4;22.00;Não pago;1091;Oeste;Loja Física;15;Campanha B;Material;74.80;207.33
2025-10-01;Fita;Amarelo;9;20.00;Não pago;1009;Sul;Online;0;Nenhuma;Material;180.00;246.80
2025-10-02;Marreta;Vermelho;3;15.00;Pago;1069;Oeste;Loja Física;0;Campanha A;Ferramenta;45.00;201.87
2025-10-02;Lanterna;Amarelo;7;7.00;Não pago;1014;Sul;Online;10;Campanha A;Eletrônico;44.10;236.87
2025-10-02;Marreta;Vermelho;6;77.00;Não pago;1046;Oeste;Loja Física;15;Campanha B;Ferramenta;392.70;250.01
2025-10-02;Marreta;Verde;9;98.00;Pago;1090;Sul;Loja Física;5;Nenhuma;Ferramenta;837.90;231.73
2025-10-02;Lanterna;Verde;4;30.00;Não pago;1009;Sul;Loja Física;5;Campanha B;Eletrônico;114.00;246.80
2025-10-02;Cola;Verde;4;5.00;Pago;1020;Norte;Loja Física;10;Campanha B;Material;18.00;229.44
2025-10-02;Fita;Preto;6;1.00;Pago;1018;Sul;Online;15;Nenhuma;Material;5.10;244.38
2025-10-02;Alicate;Preto;8;60.00;Pago;1067;Centro-Oeste;Online;5;Nenhuma;Ferramenta;456.00;238.80
2025-10-02;Lanterna;Vermelho;3;31.00;Pago;1021;Centro-Oeste;Loja Física;10;Nenhuma;Eletrônico;83.70;226.62
2025-10-02;Parafuso;Azul;8;20.00;Pago;1062;Sul;Loja Física;15;Campanha A;Material;136.00;254.36
2025-10-02;Martelo;Preto;8;83.00;Pago;1037;Centro-Oeste;Loja Física;5;Campanha B;Ferramenta;630.80;222.72
2025-10-02;Lanterna;Vermelho;7;64.00;Pago;1014;Oeste;Online;0;Campanha B;Eletrônico;448.00;236.87
2025-10-02;Alicate;Amarelo;7;64.00;Não pago;1069;Centro-Oeste;Loja Física;15;Campanha A;Ferramenta;380.80;201.87
2025-10-02;Cola;Verde;5;50.00;Não pago;1074;Norte;Online;10;Nenhuma;Material;130.50;216.18
2025-10-02;Parafuso;Verde;2;10.00;Pago;1043;Centro-Oeste;Online;5;Campanha A;Material;19.00;244.02
2025-10-02;Parafuso;Verde;2;29.00;Não pago;1029;Oeste;Loja Física;5;Campanha B;Material;55.10;241.29
2025-10-02;Parafuso;Vermelho;8;31.00;Não pago;1023;Oeste;Online;10;Campanha A;Material;223.20;242.16
2025-10-02;Marreta;Verde;6;75.00;Não pago;1085;Sul;Loja Física;15;Campanha B;Ferramenta;382.50;235.54
2025-10-02;Martelo;Preto;8;87.00;Pago;1093;Leste;Online;15;Campanha A;Ferramenta;591.60;254.28
2025-10-02;Cola;Amarelo;3;30.00;Não pago;1045;Oeste;Loja Física;0;Campanha A;Material;90.00;230.76
2025-10-02;Cola;Verde;1;25.00;Pago;1003;Sul;Online;5;Campanha B;Material;23.75;228.96
2025-10-02;Parafuso;Vermelho;6;80.00;Pago;1005;Sul;Loja Física;10;Campanha B;Material;432.00;223.89
2025-10-02;Cola;Amarelo;2;58.00;Pago;1037;Centro-Oeste;Online;0;Campanha A;Material;116.00;222.72
2025-10-02;Martelo;Verde;9;57.00;Pago;1025;Centro-Oeste;Online;5;Campanha A;Ferramenta;487.35;231.28
2025-10-02;Martelo;Azul;5;87.00;Pago;1018;Sul;Loja Física;5;Campanha A;Ferramenta;413.25;244.38
2025-10-02;Fita;Verde;5;63.00;Pago;1001;Norte;Loja Física;5;Campanha A;Material;299.25;230.52
2025-10-02;Lanterna;Preto;8;97.00;Pago;1067;Sul;Online;10;Campanha B;Eletrônico;698.40;238.80
2025-10-02;Lanterna;Amarelo;6;37.00;Não pago;1068;Centro-Oeste;Online;10;Nenhuma;Eletrônico;199.80;231.92
2025-10-03;Fita;Preto;3;58.00;Não pago;1046;Oeste;Online;10;Campanha B;Material;156.60;250.01
2025-10-03;Alicate;Azul;9;28.00;Pago;1098;Norte;Online;0;Nenhuma;Ferramenta;252.00;214.63
2025-10-03;Lanterna;Azul;4;27.00;Não pago;1028;Leste;Online;5;Campanha B;Eletrônico;102.60;226.52
2025-10-03;Martelo;Preto;4;70.00;Não pago;1063;Oeste;Loja Física;5;Nenhuma;Ferramenta;266.00;219.02
2025-10-03;Martelo;Amarelo;2;37.00;Pago;1079;Centro-Oeste;Online;0;Campanha B;Ferramenta;74.00;243.07
2025-10-03;Lanterna;Azul;3;6.00;Não pago;1011;Oeste;Online;0;Nenhuma;Eletrônico;18.00;227.44
2025-10-03;Martelo;Azul;4;89.00;Pago;1084;Oeste;Online;10;Campanha A;Ferramenta;320.40;205.93
2025-10-03;Fita;Verde;7;77.00;Não pago;1072;Centro-Oeste;Online;5;Campanha A;Material;512.05;261.87
2025-10-03;Parafuso;Vermelho;3;62.00;Pago;1010;Oeste;Loja Física;15;Nenhuma;Material;158.10;218.96
2025-10-03;Parafuso;Azul;8;97.00;Pago;1007;Sul;Loja Física;15;Campanha A;Material;659.60;236.13
2025-10-03;Cola;Amarelo;8;33.00;Não pago;1059;Norte;Online;0;Nenhuma;Material;264.00;217.20
2025-10-03;Parafuso;Amarelo;2;89.00;Pago;1025;Centro-Oeste;Online;0;Nenhuma;Material;178.00;231.28
2025-10-03;Marreta;Verde;4;78.00;Não pago;1031;Norte;Online;0;Campanha A;Ferramenta;312.00;210.38
2025-10-03;Fita;Amarelo;8;40.00;Pago;1038;Sul;Online;15;Campanha A;Material;272.00;254.10
2025-10-03;Martelo;Verde;1;41.00;Pago;1003;Centro-Oeste;Loja Física;15;Campanha B;Ferramenta;34.85;228.96
2025-10-03;Lanterna;Azul;1;42.00;Não pago;1097;Sul;Loja Física;10;Nenhuma;Eletrônico;37.80;213.03
2025-10-03;Parafuso;Azul;4;9.00;Não pago;1091;Leste;Loja Física;10;Campanha B;Material;32.40;207.33
2025-10-03;Fita;Azul;2;18.00;Não pago;1088;Leste;Online;5;Nenhuma;Material;34.20;260.44
2025-10-03;Parafuso;Azul;1;15.00;Pago;1043;Leste;Online;10;Nenhuma;Material;13.50;244.02
2025-10-03;Alicate;Vermelho;8;4.00;Não pago;1098;Norte;Online;5;Campanha B;Ferramenta;30.40;214.63
2025-10-03;Martelo;Vermelho;2;34.00;Pago;1082;Leste;Online;10;Campanha A;Ferramenta;61.20;190.40
2025-10-03;Alicate;Azul;4;62.00;Não pago;1034;Leste;Loja Física;10;Campanha B;Ferramenta;223.20;233.87
2025-10-03;Martelo;Amarelo;3;38.00;Não pago;1050;Sul;Online;10;Campanha A;Ferramenta;102.60;233.85
2025-10-03;Fita;Verde;2;81.00;Não pago;1050;Oeste;Online;15;Campanha A;Material;137.70;233.85
2025-10-03;Cola;Preto;8;71.00;Não pago;1028;Oeste;Loja Física;15;Nenhuma;Material;482.80;226.52
2025-10-03;Parafuso;Verde;3;96.00;Não pago;1077;Leste;Online;0;Campanha B;Material;288.00;243.96
2025-10-03;Parafuso;Preto;9;23.00;Pago;1084;Oeste;Online;10;Campanha B;Material;186.30;205.93
2025-10-04;Marreta;Preto;5;20.00;Pago;1035;Leste;Online;15;Campanha A;Ferramenta;85.00;232.19
2025-10-04;Lanterna;Azul;9;56.00;Não pago;1077;Leste;Online;5;Campanha A;Eletrônico;478.80;243.96
2025-10-04;Alicate;Preto;3;53.00;Não pago;1059;Norte;Loja Física;10;Nenhuma;Ferramenta;143.10;217.20
2025-10-04;Parafuso;Azul;5;2.00;Não pago;1014;Centro-Oeste;Loja Física;15;Nenhuma;Material;8.50;236.87
2025-10-04;Fita;Vermelho;6;21.00;Pago;1050;Oeste;Online;0;Campanha A;Material;126.00;233.85
2025-10-04;Cola;Amarelo;9;76.00;Pago;1049;Leste;Loja Física;0;Nenhuma;Material;684.00;215.84
2025-10-04;Lanterna;Preto;8;42.00;Não pago;1093;Oeste;Online;5;Campanha A;Eletrônico;319.20;254.28
2025-10-04;Fita;Amarelo;2;57.00;Pago;1054;Norte;Loja Física;5;Campanha B;Material;108.30;229.21
2025-10-04;Alicate;Azul;2;49.00;Pago;1011;Norte;Loja Física;15;Nenhuma;Ferramenta;83.30;227.44
2025-10-04;Marreta;Preto;5;91.00;Não pago;1049;Leste;Loja Física;0;Campanha B;Ferramenta;455.00;215.84
2025-10-04;Parafuso;Verde;5;10.00;Pago;1061;Oeste;Online;15;Campanha A;Material;42.50;226.50
2025-10-04;Fita;Vermelho;5;72.00;Pago;1004;Oeste;Online;10;Nenhuma;Material;324.00;242.55
2025-10-04;Lanterna;Vermelho;4;61.00;Pago;1026;Oeste;Online;5;Campanha A;Eletrônico;231.80;218.76
2025-10-04;Martelo;Preto;8;21.00;Pago;1078;Norte;Online;5;Campanha B;Ferramenta;159.60;242.70
2025-10-04;Cola;Vermelho;5;60.00;Não pago;1089;Sul;Loja Física;10;Nenhuma;Material;270.00;232.72
2025-10-04;Lanterna;Verde;1;86.00;Pago;1008;Sul;Loja Física;10;Campanha B;Eletrônico;77.40;243.07
2025-10-04;Fita;Amarelo;5;13.00;Pago;1034;Oeste;Online;10;Campanha B;Material;58.50;233.87
2025-10-04;Cola;Verde;1;48.00;Pago;1012;Oeste;Loja Física;0;Campanha A;Material;48.00;233.55
2025-10-04;Parafuso;Vermelho;4;40.00;Não pago;1043;Centro-Oeste;Loja Física;0;Campanha B;Material;160.00;244.02
2025-10-04;Martelo;Amarelo;1;63.00;Não pago;1045;Leste;Loja Física;10;Campanha B;Ferramenta;56.70;230.76
2025-10-04;Marreta;Verde;6;76.00;Não pago;1096;Norte;Online;5;Campanha B;Ferramenta;433.20;230.83
2025-10-04;Lanterna;Azul;6;81.00;Não pago;1097;Centro-Oeste;Online;5;Campanha A;Eletrônico;461.70;213.03
2025-10-04;Marreta;Azul;1;9.00;Não pago;1067;Oeste;Loja Física;0;Campanha B;Ferramenta;9.00;238.80
2025-10-04;Martelo;Amarelo;8;57.00;Não pago;1076;Sul;Online;0;Campanha A;Ferramenta;456.00;207.96
2025-10-04;Cola;Amarelo;4;51.00;Não pago;1073;Sul;Online;5;Nenhuma;Material;193.80;230.82
2025-10-04;Parafuso;Amarelo;2;40.00;Pago;1052;Centro-Oeste;Loja Física;15;Nenhuma;Material;68.00;248.45
2025-10-04;Fita;Azul;1;76.00;Pago;1000;Sul;Online;0;Campanha A;Material;76.00;235.80
2025-10-04;Martelo;Verde;3;73.00;Pago;1010;Sul;Loja Física;0;Nenhuma;Ferramenta;219.00;218.96
2025-10-05;Alicate;Amarelo;7;64.00;Pago;1049;Leste;Online;5;Campanha B;Ferramenta;425.60;215.84
2025-10-05;Cola;Azul;8;94.00;Não pago;1008;Oeste;Online;10;Campanha B;Material;676.80;243.07
2025-10-05;Marreta;Amarelo;5;70.00;Pago;1037;Centro-Oeste;Loja Física;5;Campanha A;Ferramenta;332.50;222.72
2025-10-05;Lanterna;Amarelo;7;64.00;Pago;1086;Norte;Online;0;Campanha B;Eletrônico;448.00;209.64
2025-10-05;Martelo;Amarelo;2;25.00;Não pago;1012;Norte;Online;10;Nenhuma;Ferramenta;45.00;233.55
2025-10-05;Marreta;Azul;4;28.00;Pago;1004;Oeste;Loja Física;15;Nenhuma;Ferramenta;95.20;242.55
2025-10-05;Cola;Verde;6;10.00;Não pago;1024;Norte;Online;10;Campanha A;Material;54.00;223.20
2025-10-05;Marreta;Azul;5;28.00;Não pago;1009;Sul;Online;15;Nenhuma;Ferramenta;119.00;246.80
2025-10-05;Martelo;Azul;6;93.00;Pago;1004;Leste;Loja Física;5;Nenhuma;Ferramenta;530.10;242.55
2025-10-05;Cola;Amarelo;2;36.00;Pago;1021;Centro-Oeste;Loja Física;10;Nenhuma;Material;64.80;226.62
2025-10-05;Alicate;Preto;7;11.00;Não pago;1041;Centro-Oeste;Loja Física;10;Campanha A;Ferramenta;69.30;252.82
2025-10-05;Martelo;Preto;8;21.00;Pago;1088;Sul;Loja Física;5;Campanha A;Ferramenta;159.60;260.44
2025-10-05;Fita;Preto;9;26.00;Não pago;1019;Oeste;Loja Física;15;Campanha B;Material;198.90;224.82
2025-10-05;Parafuso;Azul;6;18.00;Pago;1027;Leste;Loja Física;15;Nenhuma;Material;91.80;256.87
2025-10-05;Martelo;Amarelo;7;68.00;Pago;1020;Norte;Loja Física;15;Nenhuma;Ferramenta;404.60;229.44
2025-10-05;Cola;Preto;1;41.00;Pago;1010;Centro-Oeste;Loja Física;10;Campanha A;Material;36.90;218.96
2025-10-05;Lanterna;Vermelho;9;15.00;Não pago;1092;Centro-Oeste;Online;10;Nenhuma;Eletrônico;121.50;221.13
2025-10-05;Parafuso;Vermelho;6;23.00;Não pago;1068;Oeste;Online;15;Campanha B;Material;117.30;231.92
2025-10-05;Martelo;Vermelho;4;41.00;Pago;1036;Leste;Loja Física;15;Nenhuma;Ferramenta;139.40;249.16
2025-10-05;Alicate;Verde;9;6.00;Pago;1048;Norte;Online;5;Campanha A;Ferramenta;51.30;241.48
2025-10-05;Lanterna;Amarelo;1;71.00;Não pago;1068;Centro-Oeste;Loja Física;15;Nenhuma;Eletrônico;60.35;231.92
2025-10-05;Alicate;Azul;2;60.00;Não pago;1032;Centro-Oeste;Loja Física;5;Campanha B;Ferramenta;114.00;240.44
2025-10-05;Fita;Azul;3;79.00;Não pago;1044;Norte;Online;15;Campanha B;Material;201.45;218.94
2025-10-05;Lanterna;Amarelo;1;52.00;Não pago;1099;Leste;Loja Física;15;Campanha A;Eletrônico;44.20;238.75
2025-10-05;Marreta;Verde;2;9.00;Pago;1007;Leste;Online;15;Campanha B;Ferramenta;15.30;236.13
2025-10-05;Lanterna;Amarelo;2;30.00;Não pago;1005;Leste;Loja Física;0;Nenhuma;Eletrônico;60.00;223.89
2025-10-05;Parafuso;Verde;7;44.00;Não pago;1014;Centro-Oeste;Loja Física;0;Campanha B;Material;308.00;236.87
2025-10-06;Lanterna;Preto;6;62.00;Não pago;1014;Sul;Online;5;Campanha B;Eletrônico;353.40;236.87
2025-10-06;Cola;Preto;9;43.00;Não pago;1008;Centro-Oeste;Loja Física;15;Campanha A;Material;328.95;243.07
2025-10-06;Cola;Verde;5;28.00;Pago;1060;Oeste;Loja Física;0;Campanha B;Material;140.00;230.64
2025-10-06;Marreta;Amarelo;9;94.00;Pago;1055;Oeste;Online;15;Campanha A;Ferramenta;719.10;210.24
2025-10-06;Lanterna;Preto;9;8.00;Pago;1004;Centro-Oeste;Loja Física;5;Nenhuma;Eletrônico;68.40;242.55
2025-10-06;Alicate;Amarelo;2;99.00;Não pago;1025;Centro-Oeste;Loja Física;15;Campanha B;Ferramenta;168.30;231.28
2025-10-06;Alicate;Preto;9;51.00;Não pago;1086;Norte;Online;15;Nenhuma;Ferramenta;390.15;209.64
2025-10-06;Martelo;Amarelo;3;99.00;Pago;1079;Leste;Loja Física;0;Nenhuma;Ferramenta;297.00;243.07
2025-10-06;Fita;Amarelo;3;90.00;Pago;1056;Norte;Loja Física;15;Campanha B;Material;229.50;203.09
2025-10-06;Parafuso;Vermelho;9;30.00;Não pago;1034;Oeste;Online;0;Campanha B;Material;270.00;233.87
2025-10-06;Fita;Verde;7;99.00;Não pago;1009;Oeste;Loja Física;10;Campanha A;Material;623.70;246.80
2025-10-06;Lanterna;Azul;8;11.00;Pago;1090;Sul;Loja Física;0;Campanha B;Eletrônico;88.00;231.73
2025-10-06;Fita;Verde;7;20.00;Não pago;1079;Leste;Loja Física;10;Campanha A;Material;126.00;243.07
2025-10-06;Martelo;Amarelo;9;31.00;Pago;1020;Leste;Loja Física;0;Campanha B;Ferramenta;279.00;229.44
2025-10-06;Fita;Amarelo;8;34.00;Não pago;1011;Oeste;Loja Física;10;Campanha B;Material;244.80;227.44
2025-10-06;Marreta;Verde;4;12.00;Pago;1008;Norte;Online;0;Campanha B;Ferramenta;48.00;243.07
2025-10-06;Martelo;Amarelo;2;48.00;Não pago;1015;Centro-Oeste;Online;15;Campanha B;Ferramenta;81.60;275.42
2025-10-06;Marreta;Preto;5;28.00;Não pago;1072;Leste;Loja Física;0;Campanha B;Ferramenta;140.00;261.87
2025-10-06;Lanterna;Amarelo;2;67.00;Não pago;1092;Centro-Oeste;Loja Física;10;Campanha A;Eletrônico;120.60;221.13
2025-10-06;Martelo;Verde;4;63.00;Pago;1053;Oeste;Loja Física;10;Campanha B;Ferramenta;226.80;202.24
2025-10-06;Lanterna;Verde;2;48.00;Não pago;1022;Sul;Loja Física;5;Campanha A;Eletrônico;91.20;234.32
2025-10-06;Lanterna;Verde;5;42.00;Não pago;1038;Oeste;Online;15;Campanha A;Eletrônico;178.50;254.10
2025-10-06;Fita;Vermelho;6;52.00;Não pago;1087;Centro-Oeste;Loja Física;15;Campanha B;Material;265.20;241.42
2025-10-06;Marreta;Vermelho;1;5.00;Pago;1021;Oeste;Online;5;Campanha B;Ferramenta;4.75;226.62
2025-10-06;Lanterna;Vermelho;8;77.00;Não pago;1054;Leste;Loja Física;10;Campanha B;Eletrônico;554.40;229.21
2025-10-06;Marreta;Vermelho;2;12.00;Pago;1030;Centro-Oeste;Loja Física;0;Campanha A;Ferramenta;24.00;209.09
2025-10-06;Marreta;Vermelho;5;59.00;Não pago;1073;Centro-Oeste;Loja Física;5;Nenhuma;Ferramenta;280.25;230.82
2025-10-06;Martelo;Vermelho;8;50.00;Pago;1046;Sul;Loja Física;5;Nenhuma;Ferramenta;494.00;250.01
2025-10-07;Cola;Vermelho;5;52.00;Pago;1026;Leste;Loja Física;5;Campanha A;Material;247.00;218.76
2025-10-07;Fita;Verde;3;43.00;Não pago;1097;Norte;Loja Física;5;Campanha B;Material;122.55;213.03
2025-10-07;Lanterna;Azul;6;83.00;Pago;1047;Sul;Online;5;Campanha B;Eletrônico;473.10;228.32
2025-10-07;Marreta;Vermelho;1;93.00;Não pago;1038;Leste;Online;10;Campanha A;Ferramenta;83.70;254.10
2025-10-07;Parafuso;Verde;1;63.00;Não pago;1087;Norte;Online;5;Campanha B;Material;59.85;241.42
2025-10-07;Cola;Azul;8;50.00;Não pago;1020;Centro-Oeste;Loja Física;10;Campanha A;Material;360.00;229.44
2025-10-07;Lanterna;Vermelho;7;39.00;Não pago;1014;Sul;Loja Física;10;Campanha B;Eletrônico;245.70;236.87
2025-10-07;Parafuso;Azul;3;42.00;Pago;1080;Centro-Oeste;Online;0;Campanha B;Material;126.00;217.39
2025-10-07;Fita;Azul;8;89.00;Pago;1044;Centro-Oeste;Online;5;Campanha A;Material;676.40;218.94
2025-10-07;Fita;Preto;8;80.00;Pago;1018;Centro-Oeste;Online;5;Nenhuma;Material;608.00;244.38
2025-10-07;Marreta;Amarelo;1;17.00;Pago;1052;Leste;Loja Física;0;Nenhuma;Ferramenta;17.00;248.45
2025-10-07;Marreta;Preto;7;92.00;Pago;1088;Norte;Loja Física;15;Nenhuma;Ferramenta;547.40;260.44
2025-10-07;Lanterna;Azul;2;43.00;Não pago;1054;Leste;Loja Física;15;Campanha B;Eletrônico;73.10;229.21
2025-10-07;Martelo;Verde;2;49.00;Não pago;1085;Centro-Oeste;Online;5;Nenhuma;Ferramenta;93.10;235.54
2025-10-07;Cola;Vermelho;2;5.00;Pago;1048;Sul;Loja Física;15;Nenhuma;Material;8.50;241.48
2025-10-07;Lanterna;Amarelo;5;1.00;Pago;1077;Centro-Oeste;Loja Física;5;Nenhuma;Eletrônico;4.75;243.96
2025-10-07;Cola;Vermelho;7;67.00;Não pago;1060;Norte;Online;15;Nenhuma;Material;398.65;230.64
2025-10-07;Marreta;Verde;4;24.00;Pago;1059;Leste;Online;10;Nenhuma;Ferramenta;86.40;217.20
2025-10-07;Fita;Amarelo;4;29.00;Pago;1091;Norte;Online;15;Nenhuma;Material;98.60;207.33
2025-10-07;Marreta;Preto;9;15.00;Pago;1075;Leste;Loja Física;15;Campanha A;Ferramenta;114.75;240.01
2025-10-07;Fita;Azul;9;4.00;Pago;1090;Norte;Online;10;Nenhuma;Material;32.40;231.73
2025-10-07;Lanterna;Verde;7;44.00;Não pago;1023;Norte;Loja Física;0;Campanha B;Eletrônico;308.00;242.16
2025-10-07;Fita;Azul;4;65.00;Não pago;1085;Leste;Loja Física;10;Campanha A;Material;234.00;235.54
2025-10-07;Marreta;Azul;8;79.00;Pago;1038;Leste;Loja Física;15;Campanha B;Ferramenta;537.20;254.10
2025-10-07;Alicate;Vermelho;3;88.00;Não pago;1060;Leste;Loja Física;5;Nenhuma;Ferramenta;250.80;230.64
2025-10-07;Cola;Verde;3;31.00;Pago;1099;Indefinida;Loja Física;5;Nenhuma;Material;88.35;238.75
2025-10-07;Parafuso;Azul;7;20.00;Não pago;1022;Norte;Online;15;Nenhuma;Material;119.00;234.32
2025-10-08;Fita;Preto;9;10.00;Pago;1071;Oeste;Online;0;Campanha B;Material;90.00;210.13
2025-10-08;Fita;Amarelo;4;11.00;Não pago;1091;Oeste;Online;5;Nenhuma;Material;41.80;207.33
2025-10-08;Alicate;Verde;4;82.00;Não pago;1092;Centro-Oeste;Online;0;Nenhuma;Ferramenta;328.00;221.13
2025-10-08;Lanterna;Vermelho;1;98.00;Não pago;1078;Oeste;Loja Física;5;Nenhuma;Eletrônico;93.10;242.70
2025-10-08;Lanterna;Verde;1;28.00;Pago;1038;Oeste;Online;0;Nenhuma;Eletrônico;28.00;254.10
2025-10-08;Lanterna;Vermelho;3;38.00;Não pago;1071;Leste;Loja Física;5;Nenhuma;Eletrônico;108.30;210.13
2025-10-08;Parafuso;Amarelo;7;80.00;Não pago;1091;Leste;Online;5;Nenhuma;Material;532.00;207.33
2025-10-08;Martelo;Preto;9;24.00;Pago;1096;Sul;Loja Física;5;Campanha A;Ferramenta;205.20;230.83
2025-10-08;Alicate;Azul;4;39.00;Pago;1010;Norte;Loja Física;5;Nenhuma;Ferramenta;148.20;218.96
2025-10-08;Parafuso;Verde;2;51.00;Pago;1041;Oeste;Loja Física;15;Campanha A;Material;86.70;252.82
2025-10-08;Alicate;Vermelho;6;76.00;Pago;1024;Oeste;Online;5;Nenhuma;Ferramenta;433.20;223.20
2025-10-08;Fita;Amarelo;6;50.00;Pago;1033;Norte;Loja Física;0;Campanha A;Material;300.00;218.25
2025-10-08;Cola;Azul;9;7.00;Não pago;1021;Leste;Online;0;Campanha B;Material;63.00;226.62
2025-10-08;Alicate;Amarelo;4;81.00;Pago;1001;Leste;Loja Física;10;Campanha B;Ferramenta;291.60;230.52
2025-10-08;Martelo;Preto;8;68.00;Pago;1050;Norte;Loja Física;0;Campanha A;Ferramenta;544.00;233.85
2025-10-08;Marreta;Azul;3;53.00;Não pago;1015;Norte;Loja Física;5;Nenhuma;Ferramenta;151.05;275.42
2025-10-08;Parafuso;Azul;2;37.00;Pago;1010;Leste;Online;0;Campanha B;Material;74.00;218.96
2025-10-08;Alicate;Azul;9;50.00;Pago;1077;Norte;Loja Física;5;Campanha B;Ferramenta;829.35;243.96
2025-10-08;Alicate;Vermelho;6;83.00;Não pago;1095;Leste;Online;5;Nenhuma;Ferramenta;473.10;237.81
2025-10-08;Martelo;Azul;8;54.00;Não pago;1085;Norte;Online;10;Campanha B;Ferramenta;388.80;235.54
2025-10-08;Cola;Amarelo;9;90.00;Pago;1068;Leste;Online;15;Campanha A;Material;688.50;231.92
2025-10-08;Alicate;Vermelho;1;55.00;Pago;1099;Sul;Loja Física;0;Nenhuma;Ferramenta;55.00;238.75
2025-10-08;Alicate;Azul;1;75.00;Não pago;1086;Leste;Loja Física;0;Campanha A;Ferramenta;75.00;209.64
2025-10-08;Cola;Amarelo;5;31.00;Pago;1061;Leste;Online;5;Campanha A;Material;147.25;226.50
2025-10-08;Martelo;Amarelo;9;65.00;Não pago;1018;Oeste;Online;0;Nenhuma;Ferramenta;585.00;244.38
2025-10-08;Parafuso;Verde;7;93.00;Não pago;1028;Leste;Loja Física;0;Campanha B;Material;651.00;226.52
2025-10-08;Parafuso;Amarelo;7;89.00;Não pago;1041;Norte;Loja Física;15;Campanha A;Material;529.55;252.82
2025-10-08;Alicate;Preto;2;59.00;Pago;1022;Centro-Oeste;Loja Física;0;Campanha B;Ferramenta;118.00;234.32
2025-10-09;Cola;Azul;3;47.00;Pago;1059;Norte;Loja Física;5;Campanha A;Material;133.95;217.20
2025-10-09;Alicate;Azul;4;49.00;Pago;1072;Oeste;Loja Física;15;Nenhuma;Ferramenta;166.60;261.87
